model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
claude_opus,anthropic/claude-opus-5,defocus_blur,1,81,automobile,truck,truck,1,0,3.865,0.001055
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,114,automobile,automobile,automobile,1,1,0.834,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,114,automobile,automobile,automobile,1,1,0.963,0.00016
grok,x-ai/grok-4.3,defocus_blur,1,114,automobile,ship,ship,1,0,0.73,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,114,automobile,automobile,automobile,1,1,0.917,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,82,automobile,automobile,automobile,1,1,3.529,0.000755
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,82,automobile,automobile,automobile,1,1,3.446,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,105,automobile,automobile,automobile,1,1,2.125,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,105,automobile,automobile,automobile,1,1,2.231,0.000212
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,122,automobile,dog,dog,1,0,0.802,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,114,automobile,automobile,automobile,1,1,1.294,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,122,automobile,frog,frog,1,0,0.592,0.00015685
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,122,automobile,automobile,automobile,1,1,0.826,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,122,automobile,truck,truck,1,0,0.784,1.6e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,105,automobile,automobile,automobile,1,1,2.205,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,114,automobile,automobile,automobile,1,1,2.238,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,1,104,automobile,automobile,automobile,1,1,3.879,0.00083
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,131,automobile,truck,truck,1,0,0.777,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,114,automobile,truck,truck,1,0,1.748,0.00034485
grok,x-ai/grok-4.3,defocus_blur,1,131,automobile,automobile,automobile,1,1,0.656,9.215e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,131,automobile,automobile,automobile,1,1,0.882,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,122,automobile,automobile,automobile,1,1,1.402,0.0002845
kimi,moonshotai/kimi-k3,defocus_blur,1,122,automobile,truck,truck,1,0,1.314,0.00034485
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,131,automobile,automobile,automobile,1,1,1.156,0.000172
kimi,moonshotai/kimi-k3,defocus_blur,1,131,automobile,truck,truck,1,0,0.955,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,122,automobile,automobile,automobile,1,1,2.211,0.000212
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,134,automobile,dog,dog,1,0,0.791,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,122,automobile,automobile,automobile,1,1,2.239,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,131,automobile,automobile,automobile,1,1,1.374,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,134,automobile,ship,ship,1,0,0.653,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,134,automobile,frog,frog,1,0,0.809,0.00016
kimi,moonshotai/kimi-k3,defocus_blur,1,134,automobile,truck,truck,1,0,0.841,0.00034485
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,134,automobile,airplane,airplane,1,0,1.011,1.72e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,134,automobile,automobile,automobile,1,1,1.212,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,131,automobile,automobile,automobile,1,1,2.262,0.000212
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,161,automobile,truck,truck,1,0,0.766,8.2e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,131,automobile,automobile,automobile,1,1,2.171,1.72e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,134,automobile,automobile,automobile,1,1,1.368,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,161,automobile,ship,ship,1,0,0.629,0.00015685
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,161,automobile,automobile,automobile,1,1,0.774,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,161,automobile,automobile,automobile,1,1,0.756,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,114,automobile,automobile,automobile,1,1,4.335,0.00078
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,161,automobile,automobile,automobile,1,1,1.244,0.00016
claude_opus,anthropic/claude-opus-5,defocus_blur,1,122,automobile,automobile,automobile,1,1,3.547,0.000955
kimi,moonshotai/kimi-k3,defocus_blur,1,161,automobile,automobile,automobile,1,1,0.831,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,134,automobile,truck,truck,1,0,2.339,0.000202
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,193,automobile,dog,dog,1,0,0.79,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,161,automobile,automobile,automobile,1,1,1.303,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,193,automobile,ship,ship,1,0,0.684,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,193,automobile,cat,cat,1,0,0.772,1.6e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,193,automobile,cat,cat,1,0,0.96,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,201,automobile,truck,truck,1,0,0.766,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,193,automobile,horse,horse,1,0,1.337,0.00015
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,193,automobile,automobile,automobile,1,1,1.225,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,201,automobile,automobile,automobile,1,1,0.747,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,161,automobile,automobile,automobile,1,1,2.403,0.000212
claude_opus,anthropic/claude-opus-5,defocus_blur,1,134,automobile,automobile,automobile,1,1,3.288,0.000705
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,201,automobile,automobile,automobile,1,1,0.852,0.000172
claude_opus,anthropic/claude-opus-5,defocus_blur,1,131,automobile,automobile,automobile,1,1,4.038,0.00083
grok,x-ai/grok-4.3,defocus_blur,1,201,automobile,ship,ship,1,0,0.773,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,201,automobile,airplane,airplane,1,0,1.174,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,201,automobile,automobile,automobile,1,1,1.262,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,204,automobile,automobile,automobile,1,1,0.866,8.2e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,204,automobile,truck,truck,1,0,0.825,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,193,automobile,automobile,automobile,1,1,2.534,0.000212
kimi,moonshotai/kimi-k3,defocus_blur,1,201,automobile,ship,ship,1,0,1.524,0.0003306
grok,x-ai/grok-4.3,defocus_blur,1,204,automobile,ship,ship,1,0,0.993,8.965e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,204,automobile,truck,truck,1,0,0.958,0.00034485
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,204,automobile,cat,cat,1,0,1.263,0.00015
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,231,automobile,truck,truck,1,0,0.785,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,204,automobile,automobile,automobile,1,1,1.354,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,1,161,automobile,automobile,automobile,1,1,3.842,0.00123
kimi,moonshotai/kimi-k3,defocus_blur,1,193,automobile,automobile,automobile,1,1,2.777,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,201,automobile,truck,truck,1,0,2.462,0.000202
claude_opus,anthropic/claude-opus-5,defocus_blur,1,105,automobile,automobile,automobile,1,1,7.467,0.000705
claude_opus,anthropic/claude-opus-5,defocus_blur,1,193,automobile,automobile,automobile,1,1,3.442,0.00078
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,231,automobile,automobile,automobile,1,1,1.035,0.000172
grok,x-ai/grok-4.3,defocus_blur,1,231,automobile,automobile,automobile,1,1,0.855,9.215e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,204,automobile,automobile,automobile,1,1,2.197,0.000212
kimi,moonshotai/kimi-k3,defocus_blur,1,231,automobile,truck,truck,1,0,1.027,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,240,automobile,automobile,automobile,1,1,0.775,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,231,automobile,automobile,automobile,1,1,1.259,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,204,automobile,automobile,automobile,1,1,2.215,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,240,automobile,automobile,automobile,1,1,0.769,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,240,automobile,automobile,automobile,1,1,0.811,0.000172
grok,x-ai/grok-4.3,defocus_blur,1,240,automobile,automobile,automobile,1,1,0.642,9.215e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,231,automobile,automobile,automobile,1,1,1.627,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,231,automobile,automobile,automobile,1,1,2.306,0.000212
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,240,automobile,automobile,automobile,1,1,1.178,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,231,automobile,automobile,automobile,1,1,1.96,0.00016
kimi,moonshotai/kimi-k3,defocus_blur,1,240,automobile,automobile,automobile,1,1,0.948,0.00034485
grok,x-ai/grok-4.3,defocus_blur,1,241,automobile,automobile,automobile,1,1,0.549,9.215e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,241,automobile,automobile,automobile,1,1,0.805,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,240,automobile,automobile,automobile,1,1,1.399,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,241,automobile,automobile,automobile,1,1,0.962,0.000172
claude_opus,anthropic/claude-opus-5,defocus_blur,1,201,automobile,airplane,airplane,1,0,4.278,0.001555
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,241,automobile,automobile,automobile,1,1,1.053,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,246,automobile,truck,truck,1,0,0.749,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,204,automobile,automobile,automobile,1,1,3.919,0.00123
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,241,automobile,automobile,automobile,1,1,1.341,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,241,automobile,truck,truck,1,0,1.517,0.00015
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,240,automobile,automobile,automobile,1,1,2.34,0.000212
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,246,automobile,automobile,automobile,1,1,0.897,0.000172
grok,x-ai/grok-4.3,defocus_blur,1,246,automobile,ship,ship,1,0,0.706,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,246,automobile,automobile,automobile,1,1,1.147,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,246,automobile,automobile,automobile,1,1,1.152,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,261,automobile,bird,bird,1,0,0.778,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,241,automobile,automobile,automobile,1,1,2.18,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,246,automobile,automobile,automobile,1,1,1.332,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,261,automobile,ship,ship,1,0,0.588,8.965e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,241,automobile,truck,truck,1,0,2.107,0.00034485
claude_opus,anthropic/claude-opus-5,defocus_blur,1,231,automobile,automobile,automobile,1,1,4.394,0.000955
kimi,moonshotai/kimi-k3,defocus_blur,1,246,automobile,automobile,automobile,1,1,1.392,0.00034485
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,261,automobile,ship,ship,1,0,0.904,1.6e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,261,automobile,automobile,automobile,1,1,1.085,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,261,automobile,automobile,automobile,1,1,1.033,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,246,automobile,automobile,automobile,1,1,2.193,0.000212
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,283,automobile,automobile,automobile,1,1,0.778,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,261,automobile,automobile,automobile,1,1,1.217,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,1,240,automobile,automobile,automobile,1,1,3.788,0.00083
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,283,automobile,automobile,automobile,1,1,0.827,0.000172
grok,x-ai/grok-4.3,defocus_blur,1,283,automobile,automobile,automobile,1,1,0.606,9.215e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,283,automobile,automobile,automobile,1,1,0.897,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,286,automobile,truck,truck,1,0,0.772,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,261,automobile,automobile,automobile,1,1,2.209,0.000212
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,286,automobile,automobile,automobile,1,1,0.739,0.00016
grok,x-ai/grok-4.3,defocus_blur,1,286,automobile,automobile,automobile,1,1,0.521,9.215e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,283,automobile,automobile,automobile,1,1,1.436,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,286,automobile,automobile,automobile,1,1,0.871,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,241,automobile,automobile,automobile,1,1,3.909,0.000755
kimi,moonshotai/kimi-k3,defocus_blur,1,261,automobile,truck,truck,1,0,2.155,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,283,automobile,automobile,automobile,1,1,1.405,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,1,283,automobile,automobile,automobile,1,1,2.12,0.00053
kimi,moonshotai/kimi-k3,defocus_blur,1,286,automobile,automobile,automobile,1,1,0.851,0.00034485
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,286,automobile,ship,ship,1,0,1.164,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,283,automobile,automobile,automobile,1,1,2.325,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,286,automobile,automobile,automobile,1,1,1.369,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,290,automobile,ship,ship,1,0,0.519,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,290,automobile,cat,cat,1,0,0.924,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,290,automobile,automobile,automobile,1,1,1.048,0.00016
claude_opus,anthropic/claude-opus-5,defocus_blur,1,246,automobile,truck,truck,1,0,4.119,0.001555
kimi,moonshotai/kimi-k3,defocus_blur,1,283,automobile,automobile,automobile,1,1,2.219,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,305,automobile,airplane,airplane,1,0,0.823,8.2e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,290,automobile,automobile,automobile,1,1,1.198,1.72e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,290,automobile,automobile,automobile,1,1,1.039,0.00034485
grok,x-ai/grok-4.3,defocus_blur,1,305,automobile,ship,ship,1,0,0.596,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,286,automobile,automobile,automobile,1,1,2.445,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,290,automobile,automobile,automobile,1,1,1.261,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,305,automobile,truck,truck,1,0,0.77,1.6e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,305,automobile,airplane,airplane,1,0,1.088,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,305,automobile,automobile,automobile,1,1,1.238,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,290,automobile,automobile,automobile,1,1,2.159,0.000212
grok,x-ai/grok-4.3,defocus_blur,1,308,automobile,automobile,automobile,1,1,0.57,9.215e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,308,automobile,truck,truck,1,0,0.834,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,305,automobile,automobile,automobile,1,1,1.331,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,308,automobile,automobile,automobile,1,1,0.799,0.000172
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,290,automobile,automobile,automobile,1,1,2.232,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,308,automobile,automobile,automobile,1,1,0.958,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,286,automobile,automobile,automobile,1,1,3.685,0.001105
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,305,automobile,automobile,automobile,1,1,2.386,0.000212
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,325,automobile,dog,dog,1,0,0.743,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,308,automobile,truck,truck,1,0,1.316,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,325,automobile,dog,dog,1,0,0.807,1.6e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,261,automobile,automobile,automobile,1,1,5.302,0.001005
grok,x-ai/grok-4.3,defocus_blur,1,325,automobile,cat,cat,1,0,0.714,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,325,automobile,frog,frog,1,0,1.09,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,330,automobile,automobile,automobile,1,1,0.741,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,325,automobile,automobile,automobile,1,1,1.433,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,308,automobile,automobile,automobile,1,1,2.332,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,308,automobile,truck,truck,1,0,2.421,0.000202
grok,x-ai/grok-4.3,defocus_blur,1,330,automobile,automobile,automobile,1,1,0.612,0.00015935
claude_opus,anthropic/claude-opus-5,defocus_blur,1,290,automobile,automobile,automobile,1,1,4.201,0.00113
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,330,automobile,automobile,automobile,1,1,0.906,1.72e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,330,automobile,automobile,automobile,1,1,1.163,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,330,automobile,automobile,automobile,1,1,1.139,0.000172
claude_opus,anthropic/claude-opus-5,defocus_blur,1,305,automobile,automobile,automobile,1,1,3.916,0.000955
kimi,moonshotai/kimi-k3,defocus_blur,1,305,automobile,ship,ship,1,0,3.378,0.0003306
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,330,automobile,automobile,automobile,1,1,1.386,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,351,automobile,automobile,automobile,1,1,0.724,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,325,automobile,automobile,automobile,1,1,2.394,0.000212
kimi,moonshotai/kimi-k3,defocus_blur,1,330,automobile,automobile,automobile,1,1,0.964,0.00034485
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,351,automobile,truck,truck,1,0,0.898,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,351,automobile,automobile,automobile,1,1,0.952,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,351,automobile,automobile,automobile,1,1,0.959,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,330,automobile,automobile,automobile,1,1,2.172,0.000212
grok,x-ai/grok-4.3,defocus_blur,1,351,automobile,automobile,automobile,1,1,0.962,9.215e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,363,automobile,automobile,automobile,1,1,0.766,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,351,automobile,automobile,automobile,1,1,1.278,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,363,automobile,ship,ship,1,0,0.586,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,325,automobile,automobile,automobile,1,1,3.854,0.001105
claude_opus,anthropic/claude-opus-5,defocus_blur,1,330,automobile,automobile,automobile,1,1,2.857,0.000855
claude_opus,anthropic/claude-opus-5,defocus_blur,1,308,automobile,truck,truck,1,0,4.566,0.001705
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,363,automobile,truck,truck,1,0,1.202,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,363,automobile,automobile,automobile,1,1,0.938,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,366,automobile,bird,bird,1,0,0.745,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,363,automobile,automobile,automobile,1,1,1.32,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,366,automobile,ship,ship,1,0,0.579,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,366,automobile,automobile,automobile,1,1,0.9,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,366,automobile,truck,truck,1,0,0.831,1.6e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,366,automobile,automobile,automobile,1,1,1.1,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,363,automobile,automobile,automobile,1,1,2.196,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,351,automobile,automobile,automobile,1,1,3.065,0.000212
kimi,moonshotai/kimi-k3,defocus_blur,1,308,automobile,truck,truck,1,0,5.292,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,369,automobile,automobile,automobile,1,1,0.811,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,366,automobile,automobile,automobile,1,1,1.551,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,369,automobile,automobile,automobile,1,1,0.873,0.00016
grok,x-ai/grok-4.3,defocus_blur,1,369,automobile,automobile,automobile,1,1,0.562,9.215e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,366,automobile,truck,truck,1,0,2.113,0.000202
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,369,automobile,automobile,automobile,1,1,0.932,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,369,automobile,automobile,automobile,1,1,0.927,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,351,automobile,automobile,automobile,1,1,4.107,0.00078
kimi,moonshotai/kimi-k3,defocus_blur,1,325,automobile,truck,truck,1,0,5.474,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,363,automobile,automobile,automobile,1,1,3.584,0.000212
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,369,automobile,automobile,automobile,1,1,1.376,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,390,automobile,automobile,automobile,1,1,0.779,8.2e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,390,automobile,automobile,automobile,1,1,0.813,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,390,automobile,automobile,automobile,1,1,0.776,1.72e-05
grok,x-ai/grok-4.3,defocus_blur,1,390,automobile,automobile,automobile,1,1,0.597,9.215e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,363,automobile,truck,truck,1,0,3.986,0.001205
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,369,automobile,automobile,automobile,1,1,2.323,0.000212
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,390,automobile,automobile,automobile,1,1,1.256,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,390,automobile,automobile,automobile,1,1,1.161,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,407,automobile,automobile,automobile,1,1,0.734,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,369,automobile,automobile,automobile,1,1,2.896,0.000755
grok,x-ai/grok-4.3,defocus_blur,1,407,automobile,automobile,automobile,1,1,0.586,9.215e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,407,automobile,ship,ship,1,0,0.936,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,407,automobile,automobile,automobile,1,1,0.93,1.72e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,407,automobile,airplane,airplane,1,0,1.243,0.00016
claude_opus,anthropic/claude-opus-5,defocus_blur,1,366,automobile,frog,frog,1,0,4.388,0.00088
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,390,automobile,automobile,automobile,1,1,2.268,0.000212
kimi,moonshotai/kimi-k3,defocus_blur,1,351,automobile,truck,truck,1,0,5.245,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,407,automobile,automobile,automobile,1,1,1.283,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,414,automobile,horse,horse,1,0,0.843,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,363,automobile,truck,truck,1,0,4.892,0.00034485
gpt_terra,openai/gpt-5.6-terra,defocus_blur,1,414,automobile,ship,ship,1,0,0.985,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,1,407,automobile,automobile,automobile,1,1,2.119,0.000212
grok,x-ai/grok-4.3,defocus_blur,1,414,automobile,ship,ship,1,0,0.699,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,1,414,automobile,automobile,automobile,1,1,0.882,1.72e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,369,automobile,automobile,automobile,1,1,3.46,0.00034485
kimi,moonshotai/kimi-k3,defocus_blur,1,390,automobile,automobile,automobile,1,1,2.518,0.00034485
kimi,moonshotai/kimi-k3,defocus_blur,1,366,automobile,truck,truck,1,0,4.731,0.00034485
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,325,automobile,frog,frog,1,0,8.362,0.00015
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,1,439,automobile,cat,cat,1,0,0.733,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,1,407,automobile,airplane,airplane,1,0,1.982,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,1,414,automobile,truck,truck,1,0,1.302,0.0002845
grok,x-ai/grok-4.3,defocus_blur,1,439,automobile,ship,ship,1,0,0.59,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,1,390,automobile,automobile,automobile,1,1,3.665,0.001055
gpt_sol,openai/gpt-5.6-sol,defocus_blur,1,439,automobile,automobile,automobile,1,1,0.98,0.00016
