model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,423,airplane,airplane,airplane,1,1,1.308,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,398,airplane,ship,ship,1,0,2.416,0.0001701
kimi,moonshotai/kimi-k3,motion_blur,2,382,airplane,airplane,airplane,1,1,2.68,0.0001851
gemini,google/gemini-3.1-flash-lite,motion_blur,2,423,airplane,airplane,airplane,1,1,1.301,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,428,airplane,frog,frog,1,0,1.083,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,447,airplane,airplane,airplane,1,1,0.892,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,428,airplane,bird,bird,1,0,1.128,0.00015
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,406,airplane,airplane,airplane,1,1,2.484,0.000212
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,428,airplane,frog,frog,1,0,1.055,1.6e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,447,airplane,airplane,airplane,1,1,0.903,0.000172
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,473,airplane,ship,ship,1,0,0.755,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,447,airplane,airplane,airplane,1,1,0.943,1.72e-05
grok,x-ai/grok-4.3,motion_blur,2,473,airplane,ship,ship,1,0,0.537,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,398,airplane,airplane,airplane,1,1,2.87,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,2,428,airplane,horse,horse,1,0,1.264,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,473,airplane,ship,ship,1,0,0.87,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,416,airplane,frog,frog,1,0,2.413,0.000202
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,398,airplane,airplane,airplane,1,1,3.02,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,473,airplane,airplane,airplane,1,1,0.998,0.000172
grok,x-ai/grok-4.3,motion_blur,2,477,airplane,ship,ship,1,0,0.556,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,447,airplane,airplane,airplane,1,1,1.264,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,406,airplane,airplane,airplane,1,1,2.595,0.0001851
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,477,airplane,bird,bird,1,0,0.782,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,489,airplane,airplane,airplane,1,1,0.542,9.215e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,477,airplane,ship,ship,1,0,0.881,0.00015
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,422,airplane,airplane,airplane,1,1,2.539,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,416,airplane,airplane,airplane,1,1,2.562,0.0001851
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,489,airplane,airplane,airplane,1,1,0.8,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,489,airplane,airplane,airplane,1,1,0.788,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,491,airplane,bird,bird,1,0,0.721,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,491,airplane,ship,ship,1,0,0.546,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,489,airplane,airplane,airplane,1,1,0.867,0.000172
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,491,airplane,airplane,airplane,1,1,0.915,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,2,473,airplane,airplane,airplane,1,1,1.505,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,491,airplane,airplane,airplane,1,1,0.914,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,428,airplane,frog,frog,1,0,2.382,0.000202
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,423,airplane,airplane,airplane,1,1,2.653,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,496,airplane,bird,bird,1,0,0.747,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,477,airplane,airplane,airplane,1,1,1.322,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,477,airplane,ship,ship,1,0,1.42,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,423,airplane,airplane,airplane,1,1,2.477,0.0001851
grok,x-ai/grok-4.3,motion_blur,2,496,airplane,ship,ship,1,0,0.605,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,491,airplane,airplane,airplane,1,1,1.082,0.000172
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,496,airplane,frog,frog,1,0,0.895,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,473,airplane,airplane,airplane,1,1,2.029,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,422,airplane,truck,truck,1,0,2.902,0.0001851
kimi,moonshotai/kimi-k3,motion_blur,2,428,airplane,frog,frog,1,0,2.489,0.0001701
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,499,airplane,airplane,airplane,1,1,0.821,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,499,airplane,bird,bird,1,0,0.591,8.965e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,496,airplane,airplane,airplane,1,1,1.204,1.72e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,496,airplane,airplane,airplane,1,1,1.299,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,489,airplane,airplane,airplane,1,1,1.79,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,473,airplane,airplane,airplane,1,1,2.516,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,2,491,airplane,airplane,airplane,1,1,1.52,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,499,airplane,airplane,airplane,1,1,1.034,0.00016
grok,x-ai/grok-4.3,motion_blur,2,522,airplane,frog,frog,1,0,0.601,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,2,489,airplane,airplane,airplane,1,1,1.795,0.000468
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,499,airplane,airplane,airplane,1,1,1.09,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,447,airplane,airplane,airplane,1,1,2.949,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,522,airplane,frog,frog,1,0,0.824,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,522,airplane,bird,bird,1,0,0.84,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,522,airplane,ship,ship,1,0,0.833,1.6e-05
kimi,moonshotai/kimi-k3,motion_blur,2,447,airplane,airplane,airplane,1,1,2.79,0.0001851
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,524,airplane,airplane,airplane,1,1,0.735,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,524,airplane,airplane,airplane,1,1,0.559,9.215e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,499,airplane,airplane,airplane,1,1,1.326,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,473,airplane,airplane,airplane,1,1,2.597,0.0001851
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,522,airplane,airplane,airplane,1,1,1.032,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,2,496,airplane,truck,truck,1,0,1.637,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,477,airplane,bird,bird,1,0,2.546,0.000202
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,499,airplane,bird,bird,1,0,1.522,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,477,airplane,airplane,airplane,1,1,2.621,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,489,airplane,airplane,airplane,1,1,2.475,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,477,airplane,ship,ship,1,0,2.509,0.0001701
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,524,airplane,ship,ship,1,0,1.11,0.00016
grok,x-ai/grok-4.3,motion_blur,2,526,airplane,ship,ship,1,0,0.679,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,526,airplane,bird,bird,1,0,0.794,8.2e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,526,airplane,bird,bird,1,0,0.845,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,2,522,airplane,airplane,airplane,1,1,1.496,0.0002845
grok,x-ai/grok-4.3,motion_blur,2,527,airplane,frog,frog,1,0,0.56,8.965e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,524,airplane,airplane,airplane,1,1,1.272,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,491,airplane,frog,frog,1,0,2.707,0.000202
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,527,airplane,airplane,airplane,1,1,0.816,8.2e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,527,airplane,airplane,airplane,1,1,0.837,1.72e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,489,airplane,airplane,airplane,1,1,2.88,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,524,airplane,airplane,airplane,1,1,1.538,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,526,airplane,airplane,airplane,1,1,1.131,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,531,airplane,bird,bird,1,0,0.752,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,531,airplane,ship,ship,1,0,0.545,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,524,airplane,airplane,airplane,1,1,1.394,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,531,airplane,bird,bird,1,0,0.633,1.6e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,526,airplane,airplane,airplane,1,1,1.221,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,531,airplane,bird,bird,1,0,0.79,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,527,airplane,airplane,airplane,1,1,1.063,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,496,airplane,airplane,airplane,1,1,2.439,0.0001851
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,496,airplane,automobile,automobile,1,0,2.7,0.000212
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,499,airplane,ship,ship,1,0,2.49,0.000202
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,531,airplane,airplane,airplane,1,1,0.979,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,527,airplane,airplane,airplane,1,1,1.22,0.000172
gemini,google/gemini-3.1-flash-lite,motion_blur,2,526,airplane,truck,truck,1,0,1.386,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,539,airplane,ship,ship,1,0,0.776,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,539,airplane,ship,ship,1,0,0.567,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,522,airplane,airplane,airplane,1,1,2.174,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,499,airplane,airplane,airplane,1,1,2.305,0.0001851
gemini,google/gemini-3.1-flash-lite,motion_blur,2,527,airplane,airplane,airplane,1,1,1.401,0.0002845
grok,x-ai/grok-4.3,motion_blur,2,560,airplane,ship,ship,1,0,0.571,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,2,491,airplane,bird,bird,1,0,3.194,0.000453
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,539,airplane,frog,frog,1,0,0.925,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,539,airplane,automobile,automobile,1,0,1.008,1.72e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,531,airplane,ship,ship,1,0,1.312,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,560,airplane,airplane,airplane,1,1,0.883,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,539,airplane,airplane,airplane,1,1,1.236,0.00016
grok,x-ai/grok-4.3,motion_blur,2,581,airplane,ship,ship,1,0,0.683,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,581,airplane,ship,ship,1,0,0.818,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,524,airplane,airplane,airplane,1,1,2.664,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,560,airplane,airplane,airplane,1,1,1.072,0.000172
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,560,airplane,airplane,airplane,1,1,1.074,1.72e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,581,airplane,airplane,airplane,1,1,0.92,1.72e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,539,airplane,airplane,airplane,1,1,1.309,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,584,airplane,airplane,airplane,1,1,0.757,0.000172
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,584,airplane,bird,bird,1,0,0.899,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,584,airplane,ship,ship,1,0,0.626,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,581,airplane,airplane,airplane,1,1,1.102,0.00016
gemini,google/gemini-3.1-flash-lite,motion_blur,2,581,airplane,airplane,airplane,1,1,1.164,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,526,airplane,airplane,airplane,1,1,2.539,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,2,560,airplane,airplane,airplane,1,1,1.353,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,581,airplane,airplane,airplane,1,1,1.265,0.000172
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,527,airplane,airplane,airplane,1,1,2.414,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,602,airplane,ship,ship,1,0,0.79,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,584,airplane,airplane,airplane,1,1,1.075,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,602,airplane,airplane,airplane,1,1,0.71,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,602,airplane,automobile,automobile,1,0,0.794,0.000172
grok,x-ai/grok-4.3,motion_blur,2,602,airplane,ship,ship,1,0,0.798,8.965e-05
kimi,moonshotai/kimi-k3,motion_blur,2,524,airplane,airplane,airplane,1,1,2.965,0.0001851
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,602,airplane,airplane,airplane,1,1,0.995,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,584,airplane,airplane,airplane,1,1,1.377,1.72e-05
grok,x-ai/grok-4.3,motion_blur,2,638,airplane,ship,ship,1,0,0.569,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,638,airplane,ship,ship,1,0,0.799,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,531,airplane,airplane,airplane,1,1,2.637,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,2,584,airplane,airplane,airplane,1,1,1.497,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,531,airplane,airplane,airplane,1,1,2.437,0.0001851
grok,x-ai/grok-4.3,motion_blur,2,642,airplane,ship,ship,1,0,0.579,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,638,airplane,ship,ship,1,0,0.939,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,638,airplane,ship,ship,1,0,0.946,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,642,airplane,ship,ship,1,0,0.729,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,539,airplane,automobile,automobile,1,0,2.512,0.000212
gemini,google/gemini-3.1-flash-lite,motion_blur,2,602,airplane,airplane,airplane,1,1,1.297,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,539,airplane,airplane,airplane,1,1,2.374,0.000468
gemini,google/gemini-3.1-flash-lite,motion_blur,2,638,airplane,airplane,airplane,1,1,1.113,0.0002845
grok,x-ai/grok-4.3,motion_blur,2,667,airplane,ship,ship,1,0,0.519,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,638,airplane,airplane,airplane,1,1,1.214,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,642,airplane,airplane,airplane,1,1,0.911,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,642,airplane,ship,ship,1,0,0.973,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,642,airplane,airplane,airplane,1,1,0.911,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,667,airplane,airplane,airplane,1,1,0.801,8.2e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,642,airplane,airplane,airplane,1,1,1.084,0.00016
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,560,airplane,airplane,airplane,1,1,2.578,0.000212
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,581,airplane,airplane,airplane,1,1,2.421,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,560,airplane,airplane,airplane,1,1,2.499,0.0001851
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,584,airplane,airplane,airplane,1,1,2.269,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,522,airplane,airplane,airplane,1,1,4.296,0.000399
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,560,airplane,airplane,airplane,1,1,2.67,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,526,airplane,airplane,airplane,1,1,3.65,0.000468
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,667,airplane,ship,ship,1,0,0.914,0.00016
grok,x-ai/grok-4.3,motion_blur,2,675,airplane,automobile,automobile,1,0,0.631,9.215e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,667,airplane,airplane,airplane,1,1,0.981,0.00016
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,667,airplane,airplane,airplane,1,1,1.034,1.72e-05
kimi,moonshotai/kimi-k3,motion_blur,2,581,airplane,airplane,airplane,1,1,2.551,0.0001851
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,675,airplane,airplane,airplane,1,1,0.872,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,642,airplane,airplane,airplane,1,1,1.433,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,675,airplane,horse,horse,1,0,0.842,1.6e-05
grok,x-ai/grok-4.3,motion_blur,2,678,airplane,frog,frog,1,0,0.561,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,675,airplane,airplane,airplane,1,1,0.995,0.00016
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,678,airplane,dog,dog,1,0,0.808,8.2e-05
kimi,moonshotai/kimi-k3,motion_blur,2,584,airplane,airplane,airplane,1,1,2.477,0.0001851
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,675,airplane,airplane,airplane,1,1,1.089,0.000172
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,602,airplane,airplane,airplane,1,1,2.518,0.000212
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,678,airplane,airplane,airplane,1,1,0.888,0.000172
gemini,google/gemini-3.1-flash-lite,motion_blur,2,667,airplane,airplane,airplane,1,1,1.412,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,689,airplane,airplane,airplane,1,1,0.767,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,638,airplane,frog,frog,1,0,2.28,0.000202
kimi,moonshotai/kimi-k3,motion_blur,2,527,airplane,airplane,airplane,1,1,4.049,0.000468
grok,x-ai/grok-4.3,motion_blur,2,689,airplane,dog,dog,1,0,0.698,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,675,airplane,airplane,airplane,1,1,1.249,0.0002845
grok,x-ai/grok-4.3,motion_blur,2,742,airplane,ship,ship,1,0,0.601,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,678,airplane,bird,bird,1,0,1.165,0.00015
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,742,airplane,ship,ship,1,0,0.791,8.2e-05
kimi,moonshotai/kimi-k3,motion_blur,2,602,airplane,airplane,airplane,1,1,2.524,0.0001851
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,678,airplane,airplane,airplane,1,1,1.171,1.72e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,689,airplane,frog,frog,1,0,1.013,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,742,airplane,airplane,airplane,1,1,0.836,0.000172
gemini,google/gemini-3.1-flash-lite,motion_blur,2,678,airplane,airplane,airplane,1,1,1.263,0.0002845
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,742,airplane,airplane,airplane,1,1,0.794,1.72e-05
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,689,airplane,cat,cat,1,0,1.05,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,763,airplane,dog,dog,1,0,0.808,8.2e-05
kimi,moonshotai/kimi-k3,motion_blur,2,638,airplane,airplane,airplane,1,1,2.583,0.0001851
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,642,airplane,frog,frog,1,0,2.601,0.000202
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,763,airplane,airplane,airplane,1,1,0.753,1.72e-05
grok,x-ai/grok-4.3,motion_blur,2,763,airplane,ship,ship,1,0,0.687,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,689,airplane,airplane,airplane,1,1,1.318,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,667,airplane,airplane,airplane,1,1,2.409,0.000212
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,767,airplane,ship,ship,1,0,0.802,8.2e-05
grok,x-ai/grok-4.3,motion_blur,2,767,airplane,ship,ship,1,0,0.672,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,689,airplane,airplane,airplane,1,1,1.634,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,767,airplane,ship,ship,1,0,0.812,0.00016
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,763,airplane,frog,frog,1,0,1.062,0.00016
grok,x-ai/grok-4.3,motion_blur,2,774,airplane,bird,bird,1,0,0.548,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,675,airplane,bird,bird,1,0,2.255,0.000202
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,774,airplane,bird,bird,1,0,0.752,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,742,airplane,airplane,airplane,1,1,1.441,0.0002845
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,774,airplane,airplane,airplane,1,1,0.806,0.00016
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,763,airplane,airplane,airplane,1,1,1.425,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,667,airplane,airplane,airplane,1,1,2.505,0.0001851
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,774,airplane,airplane,airplane,1,1,0.934,0.000172
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,767,airplane,ship,ship,1,0,1.151,1.6e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,763,airplane,airplane,airplane,1,1,1.397,0.0002845
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,778,airplane,airplane,airplane,1,1,0.741,0.000172
grok,x-ai/grok-4.3,motion_blur,2,778,airplane,ship,ship,1,0,0.649,8.965e-05
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,767,airplane,truck,truck,1,0,1.318,0.00015
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,774,airplane,airplane,airplane,1,1,1.065,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,778,airplane,bird,bird,1,0,0.871,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,678,airplane,airplane,airplane,1,1,2.503,0.000212
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,689,airplane,airplane,airplane,1,1,2.339,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,675,airplane,airplane,airplane,1,1,2.681,0.0001851
grok,x-ai/grok-4.3,motion_blur,2,785,airplane,ship,ship,1,0,0.585,8.965e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,767,airplane,airplane,airplane,1,1,1.52,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,778,airplane,airplane,airplane,1,1,0.833,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,785,airplane,airplane,airplane,1,1,0.787,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,774,airplane,airplane,airplane,1,1,1.306,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,678,airplane,truck,truck,1,0,2.61,0.00034485
gpt_sol,openai/gpt-5.6-sol,motion_blur,2,742,airplane,airplane,airplane,1,1,2.329,0.00016
kimi,moonshotai/kimi-k3,motion_blur,2,689,airplane,airplane,airplane,1,1,2.479,0.0001851
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,742,airplane,airplane,airplane,1,1,2.465,0.000212
grok,x-ai/grok-4.3,motion_blur,2,791,airplane,ship,ship,1,0,0.553,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,785,airplane,airplane,airplane,1,1,1.087,0.000172
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,791,airplane,airplane,airplane,1,1,0.851,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,778,airplane,airplane,airplane,1,1,1.382,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,763,airplane,airplane,airplane,1,1,2.459,0.000212
kimi,moonshotai/kimi-k3,motion_blur,2,742,airplane,airplane,airplane,1,1,2.486,0.0001851
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,791,airplane,airplane,airplane,1,1,0.926,1.72e-05
kimi,moonshotai/kimi-k3,motion_blur,2,814,airplane,truck,truck,1,0,0.566,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,814,airplane,automobile,automobile,1,0,0.806,8.2e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,791,airplane,airplane,airplane,1,1,1.013,0.000172
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,785,airplane,airplane,airplane,1,1,1.305,1.72e-05
grok,x-ai/grok-4.3,motion_blur,2,814,airplane,ship,ship,1,0,0.768,8.965e-05
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,814,airplane,automobile,automobile,1,0,0.899,0.000172
gpt_luna,openai/gpt-5.6-luna,motion_blur,2,814,airplane,airplane,airplane,1,1,0.871,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,motion_blur,2,767,airplane,truck,truck,1,0,2.442,0.000202
claude_haiku,anthropic/claude-haiku-4.5,motion_blur,2,822,airplane,bird,bird,1,0,0.829,8.2e-05
gemini,google/gemini-3.1-flash-lite,motion_blur,2,785,airplane,airplane,airplane,1,1,1.553,0.0002845
kimi,moonshotai/kimi-k3,motion_blur,2,763,airplane,airplane,airplane,1,1,2.558,0.0001851
gpt_terra,openai/gpt-5.6-terra,motion_blur,2,822,airplane,airplane,airplane,1,1,0.822,0.000172
