model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1270,automobile,truck,truck,1,0,0.811,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1270,automobile,frog,frog,1,0,0.926,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1260,automobile,truck,truck,1,0,2.472,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1270,automobile,cat,cat,1,0,1.055,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1270,automobile,truck,truck,1,0,1.185,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1270,automobile,truck,truck,1,0,1.286,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1288,automobile,dog,dog,1,0,0.817,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1258,automobile,frog,frog,1,0,3.976,0.00133
grok,x-ai/grok-4.3,glass_blur,2,1288,automobile,ship,ship,1,0,0.542,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1288,automobile,cat,cat,1,0,0.715,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1288,automobile,frog,frog,1,0,1.079,0.00016
kimi,moonshotai/kimi-k3,glass_blur,2,1258,automobile,frog,frog,1,0,3.662,0.000348
kimi,moonshotai/kimi-k3,glass_blur,2,1288,automobile,automobile,automobile,1,1,0.9,0.0003993
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1288,automobile,automobile,automobile,1,1,1.49,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1301,automobile,automobile,automobile,1,1,0.847,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1270,automobile,automobile,automobile,1,1,2.742,0.000212
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1301,automobile,automobile,automobile,1,1,0.884,0.000172
claude_opus,anthropic/claude-opus-5,glass_blur,2,1260,automobile,truck,truck,1,0,4.366,0.001255
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1288,automobile,cat,cat,1,0,2.165,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,2,1288,automobile,automobile,automobile,1,1,2.479,0.00053
kimi,moonshotai/kimi-k3,glass_blur,2,1260,automobile,ship,ship,1,0,3.394,0.000348
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1301,automobile,truck,truck,1,0,0.943,1.6e-05
grok,x-ai/grok-4.3,glass_blur,2,1301,automobile,frog,frog,1,0,0.552,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1288,automobile,automobile,automobile,1,1,2.8,0.000212
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1301,automobile,automobile,automobile,1,1,1.368,0.0002845
grok,x-ai/grok-4.3,glass_blur,2,1306,automobile,ship,ship,1,0,0.531,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1306,automobile,frog,frog,1,0,0.985,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,2,1301,automobile,automobile,automobile,1,1,2.555,0.00053
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1306,automobile,cat,cat,1,0,1.194,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,2,1270,automobile,truck,truck,1,0,4.428,0.001455
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1301,automobile,automobile,automobile,1,1,2.714,0.000212
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1306,automobile,bird,bird,1,0,1.225,0.0002845
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1306,automobile,frog,frog,1,0,1.769,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1313,automobile,airplane,airplane,1,0,0.827,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1313,automobile,automobile,automobile,1,1,0.715,0.000172
grok,x-ai/grok-4.3,glass_blur,2,1313,automobile,ship,ship,1,0,0.674,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1306,automobile,dog,dog,1,0,2.151,8.2e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1313,automobile,cat,cat,1,0,1.072,0.00015
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1306,automobile,dog,dog,1,0,2.264,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1313,automobile,ship,ship,1,0,1.09,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1313,automobile,automobile,automobile,1,1,1.256,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1301,automobile,automobile,automobile,1,1,3.836,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1332,automobile,automobile,automobile,1,1,0.79,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1313,automobile,automobile,automobile,1,1,2.347,0.000212
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1332,automobile,frog,frog,1,0,0.958,0.00016
grok,x-ai/grok-4.3,glass_blur,2,1332,automobile,ship,ship,1,0,0.617,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1332,automobile,dog,dog,1,0,0.997,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1332,automobile,frog,frog,1,0,1.227,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,2,1301,automobile,truck,truck,1,0,3.927,0.000363
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1335,automobile,dog,dog,1,0,0.822,0.00015
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1335,automobile,bird,bird,1,0,0.864,8.2e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1332,automobile,cat,cat,1,0,1.746,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,2,1306,automobile,ship,ship,1,0,3.697,0.000348
claude_opus,anthropic/claude-opus-5,glass_blur,2,1306,automobile,cat,cat,1,0,4.575,0.001005
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1332,automobile,automobile,automobile,1,1,2.455,0.000212
grok,x-ai/grok-4.3,glass_blur,2,1335,automobile,ship,ship,1,0,0.507,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1335,automobile,ship,ship,1,0,1.036,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1335,automobile,frog,frog,1,0,1.594,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1335,automobile,frog,frog,1,0,1.347,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1340,automobile,truck,truck,1,0,0.792,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1340,automobile,frog,frog,1,0,0.798,0.00016
kimi,moonshotai/kimi-k3,glass_blur,2,1313,automobile,automobile,automobile,1,1,3.578,0.000363
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1340,automobile,truck,truck,1,0,1.041,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,2,1313,automobile,automobile,automobile,1,1,4.928,0.00138
grok,x-ai/grok-4.3,glass_blur,2,1340,automobile,ship,ship,1,0,0.672,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1335,automobile,automobile,automobile,1,1,2.709,0.000212
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1340,automobile,cat,cat,1,0,1.261,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1340,automobile,frog,frog,1,0,1.343,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,2,1332,automobile,airplane,airplane,1,0,3.532,0.000363
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1354,automobile,truck,truck,1,0,0.793,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1340,automobile,frog,frog,1,0,2.437,0.000202
grok,x-ai/grok-4.3,glass_blur,2,1354,automobile,frog,frog,1,0,0.515,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1332,automobile,automobile,automobile,1,1,4.89,0.001255
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1354,automobile,automobile,automobile,1,1,0.972,1.72e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1354,automobile,automobile,automobile,1,1,1.17,0.00016
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1354,automobile,frog,frog,1,0,1.246,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1354,automobile,automobile,automobile,1,1,1.394,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1363,automobile,ship,ship,1,0,0.773,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1335,automobile,truck,truck,1,0,4.511,0.001255
kimi,moonshotai/kimi-k3,glass_blur,2,1340,automobile,frog,frog,1,0,2.482,0.000348
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1363,automobile,automobile,automobile,1,1,0.845,0.000172
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1363,automobile,automobile,automobile,1,1,0.942,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1354,automobile,automobile,automobile,1,1,2.384,0.000212
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1363,automobile,airplane,airplane,1,0,1.007,1.72e-05
grok,x-ai/grok-4.3,glass_blur,2,1363,automobile,ship,ship,1,0,0.549,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1340,automobile,truck,truck,1,0,4.14,0.001455
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1363,automobile,automobile,automobile,1,1,1.363,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1371,automobile,airplane,airplane,1,0,0.864,8.2e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1371,automobile,airplane,airplane,1,0,0.858,1.72e-05
grok,x-ai/grok-4.3,glass_blur,2,1371,automobile,ship,ship,1,0,0.583,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1371,automobile,bird,bird,1,0,1.016,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1363,automobile,automobile,automobile,1,1,2.432,0.000212
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1371,automobile,airplane,airplane,1,0,1.418,0.00016
kimi,moonshotai/kimi-k3,glass_blur,2,1270,automobile,truck,truck,1,0,12.078,0.0003993
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1371,automobile,automobile,automobile,1,1,1.479,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1372,automobile,truck,truck,1,0,0.785,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1372,automobile,automobile,automobile,1,1,0.891,0.000172
grok,x-ai/grok-4.3,glass_blur,2,1372,automobile,ship,ship,1,0,0.582,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1371,automobile,automobile,automobile,1,1,2.294,0.000212
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1372,automobile,ship,ship,1,0,0.874,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1372,automobile,ship,ship,1,0,1.298,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,2,1363,automobile,automobile,automobile,1,1,4.1,0.000905
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1372,automobile,frog,frog,1,0,1.258,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1378,automobile,truck,truck,1,0,0.738,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,2,1354,automobile,automobile,automobile,1,1,4.593,0.000363
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1378,automobile,automobile,automobile,1,1,0.834,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,2,1354,automobile,automobile,automobile,1,1,5.654,0.00113
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1372,automobile,automobile,automobile,1,1,2.292,0.000212
kimi,moonshotai/kimi-k3,glass_blur,2,1363,automobile,automobile,automobile,1,1,3.59,0.000363
grok,x-ai/grok-4.3,glass_blur,2,1378,automobile,ship,ship,1,0,0.564,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1378,automobile,ship,ship,1,0,1.128,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1378,automobile,automobile,automobile,1,1,1.303,1.72e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1371,automobile,automobile,automobile,1,1,4.276,0.00088
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1396,automobile,truck,truck,1,0,0.793,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1378,automobile,automobile,automobile,1,1,1.476,0.0002845
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1396,automobile,ship,ship,1,0,0.756,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1396,automobile,ship,ship,1,0,1.049,0.00015
kimi,moonshotai/kimi-k3,glass_blur,2,1372,automobile,ship,ship,1,0,2.575,0.000348
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1396,automobile,automobile,automobile,1,1,0.946,0.000172
kimi,moonshotai/kimi-k3,glass_blur,2,1371,automobile,automobile,automobile,1,1,3.938,0.000363
grok,x-ai/grok-4.3,glass_blur,2,1396,automobile,ship,ship,1,0,0.616,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1378,automobile,automobile,automobile,1,1,2.461,0.000212
claude_opus,anthropic/claude-opus-5,glass_blur,2,1372,automobile,truck,truck,1,0,4.197,0.001005
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1404,automobile,automobile,automobile,1,1,0.752,8.2e-05
grok,x-ai/grok-4.3,glass_blur,2,1404,automobile,ship,ship,1,0,0.579,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1404,automobile,frog,frog,1,0,0.771,0.00016
kimi,moonshotai/kimi-k3,glass_blur,2,1396,automobile,truck,truck,1,0,1.22,0.0003993
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1396,automobile,ship,ship,1,0,1.501,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1404,automobile,airplane,airplane,1,0,1.222,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1396,automobile,frog,frog,1,0,2.538,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1404,automobile,frog,frog,1,0,1.29,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1405,automobile,truck,truck,1,0,0.784,8.2e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1405,automobile,ship,ship,1,0,0.926,0.00015
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1405,automobile,automobile,automobile,1,1,0.948,0.000172
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1405,automobile,cat,cat,1,0,0.83,1.6e-05
grok,x-ai/grok-4.3,glass_blur,2,1405,automobile,ship,ship,1,0,0.644,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1378,automobile,automobile,automobile,1,1,4.54,0.00083
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1404,automobile,ship,ship,1,0,2.269,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1405,automobile,frog,frog,1,0,1.166,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1404,automobile,frog,frog,1,0,2.922,0.000202
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1408,automobile,cat,cat,1,0,0.866,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,2,1378,automobile,automobile,automobile,1,1,4.267,0.000363
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1408,automobile,frog,frog,1,0,0.785,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1408,automobile,frog,frog,1,0,0.845,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,2,1396,automobile,truck,truck,1,0,4.444,0.00153
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1405,automobile,truck,truck,1,0,2.525,0.000202
grok,x-ai/grok-4.3,glass_blur,2,1408,automobile,dog,dog,1,0,0.553,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1408,automobile,deer,deer,1,0,1.328,0.00016
kimi,moonshotai/kimi-k3,glass_blur,2,1404,automobile,airplane,airplane,1,0,3.325,0.000363
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,1410,automobile,truck,truck,1,0,0.814,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1408,automobile,automobile,automobile,1,1,1.435,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,2,1335,automobile,truck,truck,1,0,12.111,0.0003993
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,1410,automobile,automobile,automobile,1,1,1.037,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1408,automobile,frog,frog,1,0,2.267,0.000202
grok,x-ai/grok-4.3,glass_blur,2,1410,automobile,frog,frog,1,0,0.547,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,1410,automobile,airplane,airplane,1,0,1.157,1.72e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,1410,automobile,automobile,automobile,1,1,1.369,0.000172
gemini,google/gemini-3.1-flash-lite,glass_blur,2,1410,automobile,automobile,automobile,1,1,1.417,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,25,bird,cat,cat,1,0,0.737,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1404,automobile,automobile,automobile,1,1,5.243,0.000855
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,25,bird,frog,frog,1,0,0.698,1.6e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,1405,automobile,truck,truck,1,0,4.567,0.00103
grok,x-ai/grok-4.3,glass_blur,2,25,bird,frog,frog,1,0,0.599,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,25,bird,bird,bird,1,1,1.26,0.00015
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,1410,automobile,dog,dog,1,0,2.424,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,2,1408,automobile,bird,bird,1,0,3.897,0.001355
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,35,bird,bird,bird,1,1,0.73,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,2,25,bird,bird,bird,1,1,1.144,0.000348
gemini,google/gemini-3.1-flash-lite,glass_blur,2,25,bird,bird,bird,1,1,1.485,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,25,bird,frog,frog,1,0,2.435,0.000202
grok,x-ai/grok-4.3,glass_blur,2,35,bird,dog,dog,1,0,0.496,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,35,bird,dog,dog,1,0,1.029,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,35,bird,cat,cat,1,0,1.032,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,35,bird,cat,cat,1,0,1.179,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,2,35,bird,dog,dog,1,0,1.226,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,2,35,bird,dog,dog,1,0,0.856,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,2,1405,automobile,ship,ship,1,0,5.335,0.000348
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,65,bird,frog,frog,1,0,0.754,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,2,1410,automobile,automobile,automobile,1,1,4.421,0.001205
grok,x-ai/grok-4.3,glass_blur,2,65,bird,bird,bird,1,1,0.586,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,25,bird,bird,bird,1,1,3.104,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,65,bird,frog,frog,1,0,1.248,8.7e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,35,bird,cat,cat,1,0,2.497,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,65,bird,frog,frog,1,0,1.151,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,65,bird,frog,frog,1,0,1.203,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,67,bird,bird,bird,1,1,0.731,8.2e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,67,bird,airplane,airplane,1,0,0.917,0.00016
grok,x-ai/grok-4.3,glass_blur,2,67,bird,frog,frog,1,0,0.55,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,25,bird,bird,bird,1,1,4.752,0.00143
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,65,bird,bird,bird,1,1,2.268,0.00015
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,65,bird,bird,bird,1,1,2.362,0.000202
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,67,bird,frog,frog,1,0,1.232,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,2,67,bird,airplane,airplane,1,0,1.249,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,2,1410,automobile,automobile,automobile,1,1,5.201,0.000363
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,70,bird,bird,bird,1,1,0.776,8.2e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,67,bird,airplane,airplane,1,0,1.905,1.72e-05
grok,x-ai/grok-4.3,glass_blur,2,70,bird,ship,ship,1,0,0.551,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,70,bird,bird,bird,1,1,0.969,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,70,bird,airplane,airplane,1,0,0.988,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,2,35,bird,cat,cat,1,0,4.744,0.00088
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,70,bird,bird,bird,1,1,0.944,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,67,bird,bird,bird,1,1,2.643,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,2,65,bird,bird,bird,1,1,3.963,0.000955
gemini,google/gemini-3.1-flash-lite,glass_blur,2,70,bird,horse,horse,1,0,1.267,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,75,bird,bird,bird,1,1,0.743,0.00016
grok,x-ai/grok-4.3,glass_blur,2,75,bird,bird,bird,1,1,0.51,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,75,bird,bird,bird,1,1,0.832,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,75,bird,bird,bird,1,1,1.13,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,67,bird,bird,bird,1,1,3.771,0.001155
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,70,bird,cat,cat,1,0,2.595,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,2,75,bird,bird,bird,1,1,1.322,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,2,1190,automobile,truck,truck,1,0,35.445,0.00034485
kimi,moonshotai/kimi-k3,glass_blur,2,1206,automobile,cat,cat,1,0,33.502,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,2,1212,automobile,ship,ship,1,0,32.516,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,2,65,bird,frog,frog,1,0,4.542,0.000348
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,84,bird,bird,bird,1,1,0.778,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,2,70,bird,airplane,airplane,1,0,2.047,0.000363
kimi,moonshotai/kimi-k3,glass_blur,2,67,bird,bird,bird,1,1,3.557,0.000348
grok,x-ai/grok-4.3,glass_blur,2,84,bird,bird,bird,1,1,0.516,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,84,bird,cat,cat,1,0,0.778,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,75,bird,frog,frog,1,0,2.393,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,75,bird,bird,bird,1,1,2.447,0.00015
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,84,bird,cat,cat,1,0,1.397,0.00015
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,86,bird,bird,bird,1,1,0.789,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,84,bird,cat,cat,1,0,1.381,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,86,bird,horse,horse,1,0,0.948,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,2,84,bird,horse,horse,1,0,1.307,0.0002845
grok,x-ai/grok-4.3,glass_blur,2,86,bird,ship,ship,1,0,0.622,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,2,75,bird,bird,bird,1,1,2.406,0.000348
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,86,bird,frog,frog,1,0,1.073,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,86,bird,airplane,airplane,1,0,0.946,1.72e-05
claude_opus,anthropic/claude-opus-5,glass_blur,2,70,bird,bird,bird,1,1,4.529,0.001305
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,84,bird,dog,dog,1,0,2.646,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,2,86,bird,frog,frog,1,0,1.267,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,113,bird,bird,bird,1,1,0.916,8.2e-05
grok,x-ai/grok-4.3,glass_blur,2,113,bird,horse,horse,1,0,0.589,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,113,bird,deer,deer,1,0,0.986,0.000172
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,113,bird,dog,dog,1,0,1.007,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,2,84,bird,bird,bird,1,1,2.413,0.000348
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,86,bird,frog,frog,1,0,2.414,0.000202
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,118,bird,dog,dog,1,0,0.762,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,113,bird,deer,deer,1,0,1.537,0.0002845
claude_opus,anthropic/claude-opus-5,glass_blur,2,75,bird,bird,bird,1,1,4.675,0.001405
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,118,bird,frog,frog,1,0,0.824,0.00016
grok,x-ai/grok-4.3,glass_blur,2,118,bird,ship,ship,1,0,0.574,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,113,bird,bird,bird,1,1,2.231,0.00015
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,118,bird,cat,cat,1,0,1.374,0.00015
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,113,bird,deer,deer,1,0,2.529,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,2,118,bird,frog,frog,1,0,1.205,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,2,123,bird,bird,bird,1,1,0.712,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,2,118,bird,bird,bird,1,1,1.318,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,2,123,bird,bird,bird,1,1,0.916,0.00015
gpt_terra,openai/gpt-5.6-terra,glass_blur,2,123,bird,frog,frog,1,0,0.81,0.00016
grok,x-ai/grok-4.3,glass_blur,2,123,bird,frog,frog,1,0,0.547,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,2,118,bird,horse,horse,1,0,2.351,0.000202
